Name,Display Name,Type,Description,Preferred Location,Retiring,Retiring Date
100 Pcs Bubble Mailer Padded Bag Envelope 300x400mm,100 Pcs Bubble Mailer Padded Bag Envelope 300x400mm,Inventory Item,100 Pcs Bubble Mailer Padded Bag Envelope 300x400mm,Main Warehouse,No,
400 Pcs Bubble Mailer Padded Bag Envelope size 120x180mm,400 Pcs Bubble Mailer Padded Bag Envelope size 120x180mm,Inventory Item,400 Pcs Bubble Mailer Padded Bag Envelope size 120x180mm,Main Warehouse,No,
ABA1001,Silver Inspire Stackable Affirmation Bracelet,Inventory Item,Silver Inspire Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1002,Silver Be The Change Stackable Affirmation Bracelet,Inventory Item,Silver Be The Change Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1003,"Silver Live, Laugh, Love Stackable Affirmation Bracelet",Inventory Item,"Silver Live, Laugh, Love Stackable Affirmation Bracelet",Main Warehouse,Yes,31/12/2017
ABA1004,Silver Live In The Moment Stackable Affirmation Bracelet,Inventory Item,Silver Live In The Moment Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1005,Silver Follow Your <3 Stackable Affirmation Bracelet,Inventory Item,Silver Follow Your <3 Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1006,Silver I Can & I Will Stackable Affirmation Bracelet,Inventory Item,Silver I Can & I Will Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2017
ABA1007,Silver Dream It. Wish It. Do  Stackable Affirmation Bracelet,Inventory Item,Silver Dream It. Wish It. Do It. Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2017
ABA1008,Silver Dare To Dream Stackable Affirmation Bracelet,Inventory Item,Silver Dare To Dream Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1009,Silver Courage Stackable Affirmation Bracelet,Inventory Item,Silver Courage Stackable Affirmation Bracelet,Main Warehouse,Yes,18/11/2016
ABA1010,Silver Free To Be Me Stackable Affirmation Bracelet,Inventory Item,Silver Free To Be Me Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1011,Silver You Only Live Once Stackable Affirmation Bracelet,Inventory Item,Silver You Only Live Once Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2017
ABA1012,Silver Wild At Heart Stackable Affirmnation Bracelet,Inventory Item,Silver Wild At Heart Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2016
ABA1013,"Silver Should, Could, Would...Did Stackable Affirmation Brac",Inventory Item,"Silver Should, Could, Would...Did Stackable Affirmation Bracelet",Main Warehouse,Yes,18/11/2016
ABA1014,Silver Choose COURAGE over FEAR Stackable Affirmation Bracel,Inventory Item,Silver Choose COURAGE over FEAR Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2017
ABA1015,Silver Better & Better Every Day In Every Way Stackable Aff,Inventory Item,Silver Better & Better Every Day In Every Way Stackable Affirmation Bracelet,Main Warehouse,Yes,18/11/2016
ABA1016,Silver The Best Is Yet To Come Stackable Affirmation Bracele,Inventory Item,Silver The Best Is Yet To Come Stackable Affirmation Bracelet,Main Warehouse,Yes,18/11/2016
ABA1017,Silver Don't Worry Be Happy Stackable Affirmation Bracelet,Inventory Item,Silver Don't Worry Be Happy Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1101,Gold Inspire Stackable Affirmation Bracelet,Inventory Item,Gold Inspire Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2017
ABA1102,Gold Be The Change Stackable Affirmation Bracelet,Inventory Item,Gold Be The Change Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1103,"Gold Live, Laugh, Love Stackable Affirmation Bracelet",Inventory Item,"Gold Live, Laugh, Love Stackable Affirmation Bracelet",Main Warehouse,No,
ABA1104,Gold Live In The Moment Stackable Affirmation Bracelet,Inventory Item,Gold Live In The Moment Stackable Affirmation Bracelet,Main Warehouse,Yes,18/11/2016
ABA1105,Gold Follow Your <3 Stackable Affirmation Bracelet,Inventory Item,Gold Follow Your <3 Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1106,Gold I Can & I Will Stackable Affirmation Bracelet,Inventory Item,Gold I Can & I Will Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2016
ABA1107,Gold Dream It. Wish It. Do It Stackable Affirmation Bracelet,Inventory Item,Gold Dream It. Wish It. Do It. Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1108,Gold Dare To Dream Stackable Affirmation Bracelet,Inventory Item,Gold Dare To Dream Stackable Affirmation Bracelet,Main Warehouse,Yes,3/11/2016
ABA1109,Gold Courage Stackable Affirmation Bracelet,Inventory Item,Gold Courage Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2016
ABA1110,Gold Free To Be Me Stackable Affirmation Bracelet,Inventory Item,Gold Free To Be Me Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1111,Gold Wild At Heart Stackable Affirmation Bracelet,Inventory Item,Gold Wild At Heart Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2016
ABA1112,Gold The Best Is Yet To Come Stackable Affirmation Bracelet,Inventory Item,Gold The Best Is Yet To Come Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1201,Rose Gold Inspire Stackable Affirmation Bracelet,Inventory Item,Rose Gold Inspire Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2016
ABA1202,Rose Gold Be The Change Stackable Affirmation Bracelet,Inventory Item,Rose Gold Be The Change Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2016
ABA1203,"Rose Gold Live, Laugh, Love Stackable Affirmation Bracelet",Inventory Item,"Rose Gold Live, Laugh, Love Stackable Affirmation Bracelet",Main Warehouse,Yes,31/12/2016
ABA1204,Rose Gold Live In The Moment Stackable Affirmation Bracelet,Inventory Item,Rose Gold Live In The Moment Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1205,Rose Gold Follow Your <3 Stackable Affirmation Bracelet,Inventory Item,Rose Gold Follow Your <3 Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1206,Rose Gold I Can & I Will Stackable Affirmation Bracelet,Inventory Item,Rose Gold I Can & I Will Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1207,Rose Gold Dream It. Wish It. Do It. Stackable Affirmation Br,Inventory Item,Rose Gold Dream It. Wish It. Do It. Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2016
ABA1208,Rose Gold Dare To Dream Stackable Affirmation Bracelet,Inventory Item,Rose Gold Dare To Dream Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1209,Rose Gold Courage Stackable Affirmation Bracelet,Inventory Item,Rose Gold Courage Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2016
ABA1210,Rose Gold Free To Be Me Stackable Affirmation Bracelet,Inventory Item,Rose Gold Free To Be Me Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1211,Rose Gold Wild At Heart Stackable Affirmation Bracelet,Inventory Item,Rose Gold Wild At Heart Stackable Affirmation Bracelet,Main Warehouse,No,
ABA1212,Rose Gold The Best Is Yet To Come Stackable Affirmation Brac,Inventory Item,Rose Gold The Best Is Yet To Come Stackable Affirmation Bracelet,Main Warehouse,Yes,31/12/2017
ABB1018,Silver 2016 New Year New Me Stackable Affirmation Bracelet,Inventory Item,Silver 2016 New Year New Me Stackable Affirmation Bracelet,Main Warehouse,No,
ABB1019,Silver Just Keep Swimming Stackable Affirmation Bracelet,Inventory Item,Silver Just Keep Swimming Stackable Affirmation Bracelet,Main Warehouse,No,
ABB1020,Silver Setting My Life On Fire Stackable Affirmation Bracele,Inventory Item,Silver Setting My Life On Fire Stackable Affirmation Bracelet,Main Warehouse,No,
ABB1021,Silver Beautiful Inside & Out Stackable Affirmation Bracelet,Inventory Item,Silver Beautiful Inside & Out Stackable Affirmation Bracelet,Main Warehouse,No,
ABB1100,Gold Beautiful Inside & Out Stackable Affirmation Bracelet,Inventory Item,Gold Beautiful Inside & Out Stackable Affirmation Bracelet,Main Warehouse,No,
ABB1200,Rose Gold Beautiful Inside & Out Stackable Affirmation Brace,Inventory Item,Rose Gold Beautiful Inside & Out Stackable Affirmation Bracelet,Main Warehouse,No,
ABC1037,Silver My Family. My Life Stackable Affirmation Bracelet,Inventory Item,Silver My Family. My Life Stackable Affirmation Bracelet,Main Warehouse,No,
ABC1038,Silver Family is Everything Stackable Affirmation Bracelet,Inventory Item,Silver Family is Everything with Crystals Stackable Affirmation Bracelet,Main Warehouse,No,
ABD1050,Silver Fight Like a Girl Breast Cancer Awareness Affirmation,Inventory Item,Silver Fight Like a Girl Breast Cancer Awareness Affirmation Bracelet,Main Warehouse,No,
AC1000,Simulated Black Pearl Accent Charm,Inventory Item,Simulated Black Pearl Accent Charm,Main Warehouse,Yes,30/4/2018
AC1001,Simulated Purple Pearl Accent Charm,Inventory Item,Simulated Purple Pearl Accent Charm,Main Warehouse,Yes,30/4/2018
AC1002,Simulated Grey Pearl Accent Charm,Inventory Item,Simulated Grey Pearl Accent Charm,Main Warehouse,Yes,30/4/2018
AC1003,Simulated White Pearl Accent Charm,Inventory Item,Simulated White Pearl Accent Charm,Main Warehouse,Yes,30/4/2018
AC1004,Simulated Pink Pearl Accent Charm,Inventory Item,Simulated Pink Pearl Accent Charm,Main Warehouse,Yes,30/4/2018
ACA1005,Silver Cross Accent Charm,Inventory Item,Silver Cross Accent Charm,Main Warehouse,No,
ACA1006,Gold Cross Accent Charm,Inventory Item,Gold Cross Accent Charm,Main Warehouse,Yes,31/12/2016
ACA1007,Rose Gold Accent Charm,Inventory Item,Rose Gold Cross Accent Charm,Main Warehouse,Yes,31/12/2016
ACA1008,Silver Dream Big Accent Charm,Inventory Item,Silver Dream Big Accent Charm,Main Warehouse,Yes,31/12/2016
ACA1009,Silver Live Laugh Love Accent Charm,Inventory Item,Silver Live Laugh Love Accent Charm,Main Warehouse,No,
ACA1010,Silver Forever Family Accent Charm,Inventory Item,Silver Forever Family Accent Charm,Main Warehouse,No,
ACA1011,Gold Forever Family Accent Charm,Inventory Item,Gold Forever Family Accent Charm,Main Warehouse,No,
ACA1012,Gold Bird with Pearl Accent Charm,Inventory Item,Gold Bird with Pearl Accent Charm,Main Warehouse,No,
ACA1013,Silver Love Birds Accent Charm,Inventory Item,Silver Love Birds Accent Charm,Main Warehouse,No,
ACA1014,Silver Wish Accent Charm,Inventory Item,Silver Wish Accent Charm,Main Warehouse,No,
ACA1015,Silver Free As A Bird Accent Charm,Inventory Item,Silver Free As A Bird Accent Charm,Main Warehouse,Yes,31/12/2016
ACA1016,"Silver She Is Strong, She Is Beautiful Accent Charm",Inventory Item,"Silver She Is Strong, She Is Beautiful Accent Charm",Main Warehouse,Yes,31/12/2017
ACA1017,Silver In Memory Of Accent Charm,Inventory Item,Silver In Memory Of Accent Charm,Main Warehouse,No,
ACA1018,Gold Thank You Accent Charm,Inventory Item,Gold Thank You Accent Charm,Main Warehouse,Yes,30/4/2018
ACA1019,Rose Gold Flower Accent Charm,Inventory Item,Rose Gold Flower Accent Charm,Main Warehouse,No,
ACA1020,Silver Tree of Life Accent Charm,Inventory Item,Silver Tree of Life Accent Charm,Main Warehouse,No,
ACA1021,Blue Snowflake Accent Charm,Inventory Item,Blue Snowflake Accent Charm,Main Warehouse,Yes,31/12/2017
ACA1022,Silver Best Daughter Accent Charm,Inventory Item,Silver Best Daughter Accent Charm,Main Warehouse,Yes,18/11/2016
ACA1023,Silver Little Sister Accent Charm,Inventory Item,Silver Little Sister Accent Charm,Main Warehouse,Yes,31/12/2016
ACA1024,Silver Big SIster Accent Charm,Inventory Item,Silver Big SIster Accent Charm,Main Warehouse,No,
ACB1025,Silver Love Is Timeless Accent Charm,Inventory Item,Silver Love Is Timeless Accent Charm,Main Warehouse,No,
ACB1026,Gold Tree of Life Accent Charm,Inventory Item,Gold Tree of Life Accent Charm,Main Warehouse,No,
ACB1027,Rose Gold Tree Of Life Accent Charm,Inventory Item,Rose Gold Tree of Life Accent Charm,Main Warehouse,No,
ACB1028,Silver PS I Love You Accent Charm,Inventory Item,Silver PS I Love You Accent Charm,Main Warehouse,Yes,30/6/2016
ACB1029,Silver Love My Family Accent Charm,Inventory Item,Silver Love My Family Accent Charm,Main Warehouse,Yes,31/12/2017
ACC1030,Silver Double Heart Accent Charm,Inventory Item,Silver Double Heart Accent Charm,Main Warehouse,Yes,31/12/2017
ACC1031,Gold Double Heart Accent Charm,Inventory Item,Gold Double Heart Accent Charm ,Main Warehouse,Yes,31/12/2017
ACC1032,Rose Gold Double Heart Accent Charm,Inventory Item,Rose Gold Double Heart Accent Charm ,Main Warehouse,Yes,31/5/2017
ACC1033,Rose Gold Best Mum Accent Charm,Inventory Item,Rose Gold Best Mum Accent Charm,Main Warehouse,No,
ACD1034,Silver My Family Accent Charm,Inventory Item,Silver My Family Accent Charm,Main Warehouse,No,
ACD1035,Silver Connected Hearts with Crystals Accent Charm,Inventory Item,Silver Connected Hearts with Crystals Accent Charm,Main Warehouse,No,
APRLP12017,Silver Leadership Pack,Kit/Package,Silver Leadership Pack,,No,31/5/2017
APRLP22017,Gold Leadership Pack,Kit/Package,Gold Leadership Pack,,No,31/5/2017
APRLP32017,Platinum Leadership Pack,Kit/Package,Platinum Leadership Pack,,No,31/5/2017
APRPP2016,April Product Pack 2016,Assembly/Bill of Materials,April Product Pack 2016,Main Warehouse,No,
APRPP2017,Mother's Day Pack,Kit/Package,Mother's Day Pack ,,No,31/5/2017
APRPP2017-delete,Mother's Day Pack,Assembly/Bill of Materials,Mother's Day Pack,Main Warehouse,Yes,31/5/2017
APRPPH2016,April Product Pack with Hostess Exclusive,Kit/Package,April Product Pack with Hostess Exclusive,,No,
APWL,Apple Pie With Lucy,Inventory Item,Apple Pie With Lucy,Main Warehouse,No,
AUSAYB,Accelerate Your Business Promo Australia,Assembly/Bill of Materials,Accelerate Your Business Promo Australia,Main Warehouse,No,
B1G1LB2017,Buy 1 Get 1 Free Look Books,Kit/Package,Buy 1 Get 1 Free Look Books,,Yes,31/10/2017
B2G2B2017,Buy 2 packs of Beauty Books and get 1 FREE!,Kit/Package,Buy 2 packs of Beauty Books and get 1 FREE! ,,No,31/3/2017
B2G2JAN2015,Look Books - Buy 2 Get 2 FREE!,Kit/Package,Look Books - Buy 2 Get 2 FREE!,,Yes,21/8/2017
B2G2P2017,Buy Two Packs of Beauty Bar Planners and get one FREE!,Kit/Package,Buy Two Packs of Beauty Bar Planners and get one FREE!,,No,31/3/2017
B2G2PB2017,Jewellery Preview Brochures - Buy 2 Get 2 FREE!,Kit/Package,Jewellery Preview Brochures - Buy 2 Get 2 FREE!,,Yes,21/8/2017
B2G2PNZ2017,Buy Two Packs of Beauty Bar Planners and get one FREE!,Kit/Package,Buy Two Packs of Beauty Bar Planners and get one FREE!,,No,31/3/2017
B2G2S2017,Buy 1 Pack Of Day And 1 Pack Of Night Samples And Get 1 Pack,Kit/Package,Buy 1 Pack Of Day And 1 Pack Of Night Samples And Get 1 Pack Of Clean Samples Free!,,No,31/3/2017
B2G32016,Buy 2 packs of Look Books and get 1 FREE!,Kit/Package,Buy 2 packs of Look Books and get 1 FREE!,,Yes,30/11/2016
B2GJ32016,Buy 2 packs of Look Books and get 1 FREE!,Kit/Package,Buy 2 packs of Look Books and get 1 FREE!,,No,
BBC1000,The Basics Bundle,Kit/Package,The Basics Bundle,,No,
BBJ2016,Beauty Book,Inventory Item,Beauty Book,Main Warehouse,Yes,1/6/2017
BCLOGO,Silver Logo Bracelet Charm,Inventory Item,Silver Logo Slide On Charm ,,No,
BGS2017,Mother's Day Beauty Gift Set,Kit/Package,Mother's Day Beauty Gift Set,,Yes,31/5/2017
BIRTHSTONES,Birthstone Charm Pack,Kit/Package,Birthstone Charm Pack,,No,
BK0012,The Opportunity Postcard,Inventory Item,The Opportunity Postcard,Main Warehouse,Yes,1/7/2016
BK0014,POS Card,Inventory Item,POS Card,Main Warehouse,Yes,8/6/2016
BK0015,Just Like To Say Thanks Postcard,Inventory Item,Just Like To Say Thanks Postcard,Main Warehouse,Yes,15/6/2015
BK0015-1,Thank You Card,Inventory Item,Thank You Card,Main Warehouse,No,
BK0017,How To Care Cards,Inventory Item,How To Care Cards,Main Warehouse,Yes,15/6/2015
BK0017-1,Warranty Card,Inventory Item,Warranty Card,Main Warehouse,No,
BK1017,Youre Invited Postcard,Inventory Item,Youre Invited Postcard,Main Warehouse,No,
BK1029,Design Consultant Welcome Kit Folder,Inventory Item,Design Consultant Welcome Kit Folder,Main Warehouse,No,
BK1029-1,Business Kit Welcome Folder Beauty,Inventory Item,Business Kit Welcome Folder Beauty,Main Warehouse,Yes,18/6/2017
BK1029-2,Business Kit Welcome Folder Jewellery,Inventory Item,Business Kit Welcome Folder Jewellery,Main Warehouse,No,
BK1030,Success Guide,Inventory Item,Success Guide,Main Warehouse,No,
BK1106,Jewellery Add-On Sample Pack,Assembly/Bill of Materials,Jewellery Add-On Sample Pack,Main Warehouse,No,
BK1108,Beauty Add-On Sample Pack,Assembly/Bill of Materials,Beauty Add-On Sample Pack,Main Warehouse,No,
BK3032,Jewellery Product Training Guide,Inventory Item,Jewellery Product Training Guide,Main Warehouse,No,
BK3033,Beauty Product Training Guide,Inventory Item,Beauty Product Training Guide,Main Warehouse,No,
BKAU001,Jewellery Access Pack,Kit/Package,Jewellery Access Pack,,No,
BKAU0012,Join Our Team Postcard,Inventory Item,Join Our Team Postcard,Main Warehouse,Yes,15/6/2015
BKAU0014,P.O.S Cards - Jewellery,Inventory Item,P.O.S CARDS,Main Warehouse,Yes,15/6/2015
BKAU002,Jewellery Referral Pack,Kit/Package,Jewellery Referral Pack,,No,
BKAU003,Jewellery Ultimate Pack,Kit/Package,Jewellery Ultimate Pack,,No,
BKAU004,Beauty Access Pack,Kit/Package,Beauty Access Pack,,No,
BKAU005,Beauty Referral Pack,Kit/Package,Beauty Referral Pack,,No,
BKAU006,Beauty Ultimate Pack,Kit/Package,Beauty Ultimate Pack,,No,
BKAU007,Jewellery Business Add-On Pack,Kit/Package,Jewellery Business Add-On Pack,,No,
BKAU008,Beauty Business Add-On Pack,Kit/Package,Beauty Business Add-On Pack,,No,
BKAU1001,Jewellery Business Builder Kit,Assembly/Bill of Materials,Jewellery Business Builder Kit,Main Warehouse,No,
BKAU1003,Jewellery Basics Kit,Assembly/Bill of Materials,Jewellery Basics Kit,Main Warehouse,No,
BKAU1004,Beauty Basics Kit,Assembly/Bill of Materials,Beauty Basics Kit,Main Warehouse,No,
BKAU1005,Beauty Business Builder Kit,Assembly/Bill of Materials,Beauty Business Builder Kit,Main Warehouse,No,
BKAU1021,Hostess Reward Postcard,Inventory Item,Hostess Reward Postcard,Main Warehouse,No,
BKAU1040,Accelerate Your Business Promo Post Card,Inventory Item,Accelerate Your Business Promo Post Card,Main Warehouse,No,
BKAU1101,Joining Offer - Jewellery Business Builder Kit,Kit/Package,Joining Offer - Jewellery Business Builder Kit,,No,
BKAU1102,Free extras for January Sign,Assembly/Bill of Materials,$75 Jewellery Kit,Main Warehouse,No,
BKAU1103,Joining Offer - Jewellery Basics Kit,Kit/Package,Joining Offer - Jewellery Basics Kit,,No,
BKAU1104,Hostess Joining Offer - Beauty Basic Kit,Kit/Package,Hostess Joining Offer - Beauty Basic Kit,,No,
BKAU1105,Joining Offer - Business Builder Beauty Kit,Kit/Package,Joining Offer - Business Builder Beauty Kit,,No,
BKAU1107,$75 Beauty Kit,Assembly/Bill of Materials,$75 Beauty Kit,Main Warehouse,No,
BKAU1109,Jewellery Kit & Samples - AU,Kit/Package,Jewellery Kit & Samples - AU,,Yes,31/10/2016
BKAU1110,Beauty Kit & Samples - AU,Kit/Package,Beauty Kit & Samples - AU,,Yes,31/10/2016
BKAU1113,Hostess Joining Exclusive Jewellery,Assembly/Bill of Materials,Hostess Joining Exclusive Jewellery,Main Warehouse,No,
BKAU1114,Hostess Joining Exclusive Beauty,Assembly/Bill of Materials,Hostess Joining Exclusive Beauty,Main Warehouse,No,
BKAU3030,Business Kit Paper Work - Collated,Inventory Item,Business Kit Paper Work - Collated,Main Warehouse,No,
BKAUMERRY2015,Merry Merry Box of Christmas,Assembly/Bill of Materials,Merry Merry Box of Christmas,Main Warehouse,No,
BKB0012,Welcome to the Movement Beauty,Inventory Item,Welcome to the Movement Beauty,Main Warehouse,No,
BKB0014,POS Cards Beauty Bar + Power of your Purchase,Inventory Item,POS Cards Beauty Bar + Power of your Purchase,Main Warehouse,No,
BKB1017,You're Invited Beauty,Inventory Item,You're Invited Beauty,Main Warehouse,No,
BKB1030,Power of you Purchase Cards Beauty,Inventory Item,Power of you Purchase Cards Beauty,Main Warehouse,No,
BKBAU3031,Beauty Customer Profile Forms AU,Inventory Item,Beauty Customer Profile Forms AU,Main Warehouse,Yes,18/6/2017
BKBNZ3031,Beauty Customer Profile Forms NZ,Inventory Item,Beauty Customer Profile Forms NZ,Main Warehouse,Yes,18/6/2017
BKCC2017,Key Chain box for Black/Pink Keychain (Exclusive Item),Inventory Item,Key Chain box for Black/Pink Keychain (Exclusive Item) ,Main Warehouse,No,
BKCHARM1,Charms for BK1001 (Pre Packaged),Inventory Item,Charms for BK1001 (Pre Packaged),Main Warehouse,No,
BKCHARM2,Charms for BK1002 (Pre Packaged),Inventory Item,Charms for BK1002 (Pre Packaged),Main Warehouse,No,
BKCHARM3,"BKCHARM3 (Pre Package) for BKAU1001, BKAU1003, BKNZ1003",Assembly/Bill of Materials,For Promotion Only Ended on 31/7/2015,Main Warehouse,No,
BKCHARM4,BKCHARM4 (Pre Package) for BK Merry 2015 (Oct Only),Assembly/Bill of Materials,For Promotion Only Between 1/10/2015 to 31/10/2015,Main Warehouse,No,
BKCHARM5,New DC Promotional Charms Jan 2016,Assembly/Bill of Materials,New DC Promotional Charms Jan 2016,Main Warehouse,No,
BKCHARM6,Charms for BK1001 (Pre Packaged),Inventory Item,Charms for BK1001 (Pre Packaged),Main Warehouse,No,
BKCHARM7,Bracelet Charms for BK1001 (Pre-packaged),Inventory Item,Bracelett Charms for BK1001 (Pre-packaged),Main Warehouse,No,
BKCHARM8,Charms for BK1003 (Pre-Packaged),Inventory Item,Charms for BK1003 (Pre-Packaged),Main Warehouse,No,
BKCHARM9,Bracelet Charms for BK1003 (Pre-packaged),Inventory Item,Bracelet Charms for BK1003 (Pre-packaged),Main Warehouse,No,
BKJ0012,Welcome to the Movement - Jewellery,Inventory Item,Welcome to the Movement Jewellery,Main Warehouse,No,
BKJ0014,Jewellery POS Cards Jewellery Bar + Power of Your Purcahse,Inventory Item,Jewellery POS Cards Jewellery Bar + Power of Your Purcahse,Main Warehouse,No,
BKJ1017,You're Invited Jewellery,Inventory Item,You're Invited Jewellery,Main Warehouse,No,
BKJ1030,Power of your Purchase Cards Jewellery,Inventory Item,Power of your Purchase Cards Jewellery,Main Warehouse,No,
BKJAU3031,Jewellery Customer Profile Forms AU,Inventory Item,Customer Profile Forms AU,Main Warehouse,No,
BKJNZ3031,Jewellery Customer Profile Forms NZ,Inventory Item,Jewellery Customer Profile Forms NZ,Main Warehouse,No,
BKNZ001,,Kit/Package,Jewellery Access Pack,,No,
BKNZ0012,Join Our Team Postcard,Inventory Item,Join Our Team Postcard,Main Warehouse,Yes,15/6/2015
BKNZ0014,P.O.S Cards,Inventory Item,P.O.S Cards,Main Warehouse,Yes,15/6/2015
BKNZ002,Jewellery Referral Pack,Kit/Package,Jewellery Referral Pack,,No,
BKNZ003,Jewellery Ultimate Pack,Kit/Package,Jewellery Ultimate Pack,,No,
BKNZ004,Beauty Access Pack,Kit/Package,Beauty Access Pack,,No,
BKNZ005,Beauty Referral Pack,Kit/Package,Beauty Referral Pack,,No,
BKNZ006,Beauty Ultimate Pack,Kit/Package,Beauty Ultimate Pack,,No,
BKNZ007,Jewellery Business Add-On Pack,Kit/Package,Jewellery Business Add-On Pack,,No,
BKNZ008,Beauty Business Add-On Pack,Kit/Package,Beauty Business Add-On Pack,,No,
BKNZ1001 N/A,Business Builder,Assembly/Bill of Materials,Design Consultant Business Kit ,Main Warehouse,No,
BKNZ1003,Jewellery Basic Kit,Assembly/Bill of Materials,Basic Kit,Main Warehouse,No,
BKNZ1004,Beauty Basic Kit,Assembly/Bill of Materials,BASICS KIT,Main Warehouse,No,
BKNZ1005 N/A,Business Builder Kit,Assembly/Bill of Materials,Business Builder Kit,Main Warehouse,No,
BKNZ1021,Hostess Reward Postcard,Inventory Item,Hostess Reward Postcard,Main Warehouse,No,
BKNZ1040,Accelerate Your Business Promo Post Card,Inventory Item,Accelerate Your Business Promo Post Card,Main Warehouse,No,
BKNZ1102,$75 Jewellery Kit,Assembly/Bill of Materials,$75 Jewellery Kit,Main Warehouse,No,
BKNZ1103,Joining Offer - Jewellery Basics Kit,Kit/Package,Joining Offer - Jewellery Basics Kit,,No,
BKNZ1104,Joining Offer - Beauty Basics Kit,Kit/Package,Joining Offer - Jewellery Basics Kit,,No,
BKNZ1106,Jewellery Kit & Samples - NZ,Kit/Package,Jewellery Kit & Samples - NZ,,Yes,31/10/2016
BKNZ1107,$75 Beauty Kit,Assembly/Bill of Materials,$75 Beauty Kit,Main Warehouse,No,
BKNZ1110,Beauty Kit & Samples - AU,Kit/Package,Beauty Kit & Samples - AU,,Yes,31/10/2016
BKNZ1113,Hostess Joining Exclusive Jewellery,Assembly/Bill of Materials,Hostess Joining Exclusive Jewellery,Main Warehouse,No,
BKNZ1114,Hostess Joining Exclusive Beauty,Assembly/Bill of Materials,Hostess Joining Exclusive Beauty,Main Warehouse,No,
BKNZ3030,Business Kit Paper Work - Collated,Inventory Item,Business Kit Paper Work - Collated,Main Warehouse,No,
BKNZMERRY2015,Basic Kit,Assembly/Bill of Materials,Basic Kit,Main Warehouse,No,
BLSBB1300,Black/Brown Leather Bracelet Box,Inventory Item,Black/Brown Leather Bracelet Box,Main Warehouse,No,
BLSBB1500,Tan/Natural Leather Bracelet Box,Inventory Item,Tan/Natural Leather Bracelet Box,Main Warehouse,No,
BLSBB1600,Pink/Red Leather Bracelet Box,Inventory Item,Pink/Red Leather Bracelet Box,Main Warehouse,No,
BLSBB2000,Double Wrap Red/Blue Leather Personalised Bracelet Box,Inventory Item,Double Wrap Red/Blue Leather Personalised Bracelet Box,Main Warehouse,No,
BLSBC1501,Bracelet Box for Tan/Rose Gold Leather Bracelet,Inventory Item,Bracelet Box for Tan/Rose Gold Leather Bracelet ,Main Warehouse,No,
BLSBC1502,Magenta + Rose Gold Single Wrap with RG buckle Box,Inventory Item,Magenta + Rose Gold Single Wrap with RG buckle Box,Main Warehouse,No,
BLSBC1503,Rose Quartz + Mocha Single Wrap with Rose Gold Buckle Box,Inventory Item,Rose Quartz + Mocha Single Wrap with Rose Gold Buckle Box,Main Warehouse,No,
BLSBC1700,Blue Grey + White Double Wrap with Silver Buckle Box,Inventory Item,Blue Grey + White Double Wrap with Silver Buckle Box,Main Warehouse,No,
BLSBC1900,Bracelet box for Blue/Metallic Gold Leather Bracelet,Inventory Item,Bracelet box for Blue/Metallic Gold Leather Bracelet,Main Warehouse,No,
BLSBC1901,Raspberry + Pink Rouge Double Wrap with Gold Buckle Box,Inventory Item,Raspberry + Pink Rouge Double Wrap with Gold Buckle Box,Main Warehouse,No,
BMLSB2000,Pink Silicone Mill Lily Bracelet Box,Inventory Item,Pink Silicone Bracelet Box,Main Warehouse,No,
BMLSB3000,Blue Silicone Miss Lily Bracelet Box,Inventory Item,Blue Silicone Miss Lily Bracelet Box,Main Warehouse,No,
BMSBB1000,Silver Mesh Bracelet box,Inventory Item,Silver Mesh Bracelet box,Main Warehouse,No,
BMSBB1001,Med - Large Silver Mesh Bracelet Box,Inventory Item,Med - Large Silver Mesh Bracelet Box,Main Warehouse,No,
