Name,Display Name,Type,Description,Preferred Location,Retiring,Retiring Date
MPM1003,DC Promo Offer Jan 2016 (A6),Inventory Item,AU Hostess Exclusive Jan - Mar 2016 (A6),Main Warehouse,No,
MPM1006,Joining offer,Inventory Item,Joining offer,Main Warehouse,Yes,30/9/2016
MPM1009,Something Big is coming Flyer,Inventory Item,Something Big is coming Flyer,,No,
MPMAU1001,AU Hostess Exclusive Jan - Mar 2016 (A6),Inventory Item,AU Hostess Exclusive Jan - Mar 2016 (A6),Main Warehouse,No,
MPMAU1002,AU Hostess Double Offer Jan 2016 (A6),Inventory Item,AU Hostess Exclusive Jan - Mar 2016 (A6),Main Warehouse,No,
MPMAU1004,Hostess Exclusive Postcard,Inventory Item,AU Hostess Exclusive Postcard Jan-Mar,Main Warehouse,No,
MPMAU1005,Hostess Exclusive Postcard,Inventory Item,Hostess Exclusive Postcard,Main Warehouse,Yes,8/6/2016
MPMAU1006,Hostess Exlusive Postcard Jewellery Jul-Aug 2016,Inventory Item,Hostess Exlusive Postcard Jewellery Jul-Aug 2016,Main Warehouse,Yes,31/8/2016
MPMAU1007,Hostess Exlusive Postcard Beauty Jul-Aug 2016,Inventory Item,Hostess Exlusive Postcard Beauty Jul-Aug 2016,Main Warehouse,Yes,31/8/2016
MPMAU1008,Hostess Exclusive Jewellery Oct-Dec 2016,Inventory Item,Hostess Exclusive Jewellery Oct-Dec 2016,Main Warehouse,Yes,30/6/2017
MPMAU1009,Hostess Exclusive Beauty 2017,Inventory Item,Hostess Exclusive Beauty 2017,Main Warehouse,Yes,30/6/2017
MPMAU1010,Hostess Exclusive Jewellery Post Card Jan - May,Inventory Item,Hostess Exclusive Jewellery Post Card Jan - May,Main Warehouse,Yes,31/5/2017
MPMAU1011,Hostess Exclusive Jewellery May - Sept 2017,Inventory Item,Hostess Exclusive Jewellery Post Card Jan - May,Main Warehouse,Yes,30/9/2017
MPMNZ1001,NZ Hostess Exclusive Jan - Mar 2016 (A6),Inventory Item,AU Hostess Exclusive Jan - Mar 2016 (A6),Main Warehouse,No,
MPMNZ1002,NZ Hostess Double Offer Jan 2016 (A6),Inventory Item,AU Hostess Exclusive Jan - Mar 2016 (A6),Main Warehouse,No,
MPMNZ1004,NZ Hostess Exclusive Postcard Jan-Mar,Inventory Item,NZ Hostess Exclusive Postcard Jan-Mar,Main Warehouse,No,
MPMNZ1005,Hostess Exclusive Postcard,Inventory Item,Hostess Exclusive Postcard,Main Warehouse,Yes,8/6/2016
MPMNZ1006,Hostess Exlusive Postcard Jewellery Jul-Aug 2016,Inventory Item,Hostess Exlusive Postcard Jewellery Jul-Aug 2016,Main Warehouse,Yes,31/8/2016
MPMNZ1007,Hostess Exlusive Postcard Beauty Jul-Aug 2016,Inventory Item,Hostess Exlusive Postcard Beauty Jul-Aug 2016,Main Warehouse,No,
MPMNZ1008,Hostess Exclusive Jewellery Oct-Dec 2016,Inventory Item,Hostess Exclusive Jewellery Oct-Dec 2016,Main Warehouse,Yes,30/9/2016
MPMNZ1009,Hostess Exclusive Beauty May-Sept 2017,Inventory Item,Hostess Exclusive Beauty Oct-Dec 2016,Main Warehouse,Yes,31/12/2017
MPMNZ1010,Hostess Exclusive Jewellery Post Card Jan - May,Inventory Item,Hostess Exclusive Jewellery Post Card Jan - May,Main Warehouse,No,
MPMNZ1011,Hostess Exclusive Jewellery May - Sept 2017,Inventory Item,Hostess Exclusive May - Sept 2017,Main Warehouse,No,
MSBB1000,Silver Mesh Bracelet,Inventory Item,Silver Mesh Bracelet,Main Warehouse,No,
MSBB1001,Med - Large Silver Mesh Bracelet,Inventory Item,Med - Large Silver Mesh Bracelet ,Main Warehouse,No,
MSBB1100,Gold Mesh Bracelet,Inventory Item,Gold Mesh Bracelet,Main Warehouse,No,
MSBB1101,Med - Large Gold Mesh Bracelet,Inventory Item,Med - Large Gold Mesh Bracelet ,Main Warehouse,No,
MSBB1200,Rose Gold Mesh Bracelet,Inventory Item,Rose Gold Mesh Bracelet,Main Warehouse,No,
MSBB1201,Med - Large Rose Gold Mesh Bracelet,Inventory Item,Med - Large Rose Gold Mesh Bracelet ,Main Warehouse,No,
NC1000,Rose Gold Double Triangle Necklace: Open. Hopeful. Inspired,Inventory Item,Rose Gold Double Triangle Necklace: Open. Hopeful. Inspired,Main Warehouse,No,
NC1001,Gold V with Rectangle Necklace: Focused. Strong. Determined,Inventory Item,Gold V with Rectangle Necklace: Focused. Strong. Determined,Main Warehouse,No,
NC1002,Silver Flower with Crystals Necklace: Love. Beauty. Kindness,Inventory Item,Silver Flower with Crystals Necklace: Love. Beauty. Kindness,Main Warehouse,No,
NC1003,Rose Gold Small Double Triangle Necklace: Wisdom. Joy. Conne,Inventory Item,Rose Gold Small Double Triangle Necklace: Wisdom. Joy. Connection,Main Warehouse,No,
NC1100,Rose Gold Arrow Chain: Hope. Love. Joy,Inventory Item,Rose Gold Arrow Chain: Hope. Love. Joy,Main Warehouse,No,
NC1101,Rose Gold V with Rectangle Necklace: Focused. Strong. Determ,Inventory Item,Rose Gold V with Rectangle Necklace: Focused. Strong. Determined,Main Warehouse,No,
NC1102,Rose Gold Flower with Crystals Necklace: Love. Beauty. Kindn,Inventory Item,Rose Gold Flower with Crystals Necklace: Love. Beauty. Kindness,Main Warehouse,No,
NCB1000,Necklace Packaging for NC1000,Inventory Item,Necklace Packaging for NC1000,Main Warehouse,No,
NCB1001,Necklace Packaging for NC1001,Inventory Item,Necklace Packaging for NC1001,Main Warehouse,No,
NCB1002,Necklace Packaging for NC1002,Inventory Item,Necklace Packaging for NC1002,Main Warehouse,No,
NCB1003,Necklace Packaging for NC1003,Inventory Item,Necklace Packaging for NC1003,Main Warehouse,No,
NCB1100,Necklace Packaging for NC1100,Inventory Item,Necklace Packaging for NC1100,Main Warehouse,No,
NCB1101,Necklace Packaging for NC1101,Inventory Item,Necklace Packaging for NC1101,Main Warehouse,No,
NCB1102,Necklace Packaging for NC1102,Inventory Item,Necklace Packaging for NC1102,Main Warehouse,No,
ND1103,"Rose Gold Connected Triangles Necklace: Connected, Bold, Hop",Inventory Item,"Rose Gold Connected Triangles Necklace: Connected, Bold, Hope",Main Warehouse,No,
NPP2018,New Product Pack Sept 2018,Kit/Package,New Product Pack Sept 2018,,No,
NPPA2018,New Product Pack 2 Sept 2018,Kit/Package,New Product Pack 2 Sept 2018,,No,
NPPB2018,,Kit/Package,New Product Pack 3 Sept 2018,,No,
NPPC2018,,Kit/Package,New Product Pack 4 Sept 2018,,Yes,8/9/2018
NZAYB,Accelerate Your Business Promo New Zealand,Assembly/Bill of Materials,Accelerate Your Business Promo New Zealand,Main Warehouse,No,
OCTPP12015,Oct Product Pack together with Hostess Exclusive,Assembly/Bill of Materials,Oct Product Pack together with Hostess Exclusive,Main Warehouse,No,
OCTPP2015,Oct Product Pack,Assembly/Bill of Materials,Oct Product Pack,Main Warehouse,No,
OCTPP2016,October Product Pack 2016,Assembly/Bill of Materials,October Product Pack 2016,Main Warehouse,Yes,31/12/2016
OCTPP22016,October Miss Lily Pack 2016,Assembly/Bill of Materials,October Miss Lily Pack 2016,Main Warehouse,Yes,31/12/2016
OCTPP32016,October Product Pack with Hostess Exclusive,Kit/Package,October Product Pack with Hostess Exclusive,,No,
OCTPP42016,October Product Pack with Hostess Exclusive,Kit/Package,October Product Pack with Hostess Exclusive,,No,
OCTPP52016,October Product Pack with Hostess Exclusive,Kit/Package,October Product Pack with Hostess Exclusive,,No,20/9/2016
PBAJ2016,Preview Brochure Apr-Jun 2016,Inventory Item,Preview Brochure April - June 2016,Main Warehouse,Yes,8/6/2016
PBF2015,Preview Brochures Jan 2015,Inventory Item,Preview Brochures 2015,Main Warehouse,Yes,15/6/2015
PBJ2015,Preview Brochure June 2015,Inventory Item,Preview Brochure June 2015,Main Warehouse,Yes,
PBJAN2016,Preview Brochure Jan- Mar 2016,Inventory Item,Preview Brochure Jan- Mar 2016,Main Warehouse,Yes,30/6/2015
PBO2014,Preview Brochure,Inventory Item,Preview Brochure,Main Warehouse,Yes,
PBO2015,Preview Brochure Oct 2015,Inventory Item,Preview Brochure Oct 2015,Main Warehouse,Yes,31/12/2015
PLB2018,,Inventory Item,Jewellery Look Book 2018,Main Warehouse,No,
POS1002,"Polishing Cloth - OLD, DELETE",Inventory Item,Polishing Cloth,Main Warehouse,Yes,8/6/2016
POS1003,Gift Bags,Inventory Item,Gift Bags,Main Warehouse,Yes,6/8/2016
POS1005,Tweezers,Inventory Item,Tweezers,Main Warehouse,No,
POS1006,Flip Folder,Inventory Item,Flip Folder,Main Warehouse,Yes,15/6/2015
POS1006-1,Presentation Flip Folder,Inventory Item,Presentation Flip Folder,Main Warehouse,Yes,8/6/2016
POS1006-2,Jewellery Presentation Flip Folder,Inventory Item,Jewellery Presentation Flip Folder,Main Warehouse,No,
POS1006-3,Beauty Presentation Flip Folder,Inventory Item,Beauty Presentation Flip Folder,Main Warehouse,No,
POS1009 (retired),Charm Box,Inventory Item,Charm Box,Main Warehouse,Yes,31/5/2017
POS1010 (retired),Drawstring Bags,Inventory Item,Drawstring Bags,Main Warehouse,Yes,30/6/2016
POS1011,Jewellery Display Box,Inventory Item,Jewellery Display Box,Main Warehouse,No,
POS1012,Foam Pouch,Inventory Item,Foam Pouch,Main Warehouse,No,
POS1013,Charm Box (pack of 10),Inventory Item,Charm Box (pack of 10) ,Main Warehouse,No,
POS1014,Mother's Day Point of Sale Card,Inventory Item,Mother's Day Point of Sale Card,Main Warehouse,Yes,31/5/2017
POS1015,Drawstring Bags,Inventory Item,Drawstring Bags,Main Warehouse,No,
POS1017,Gift Bag Small (pack of 10),Inventory Item,Gift Bag Small (pack of 10),Main Warehouse,No,
POS1018,Jewellery Bar Bag Medium (pack of 10),Inventory Item,Jewellery Bar Bag Medium (pack of 10) ,Main Warehouse,No,
POS1019,Bag Large (pack of 10),Inventory Item,Bag Large (pack of 10) ,Main Warehouse,No,
POS1020,Polishing Cloth,Inventory Item,Polishing Cloth ,Main Warehouse,No,
POS1021,Tweezers,Inventory Item,Tweezers,Main Warehouse,No,
POS1022,Jewellery Product Point of Sale Card,Inventory Item,Jewellery Product Point of Sale Card ,Main Warehouse,No,30/9/2017
POS1023,Beauty Product Point of Sale Card,Inventory Item,Beauty Product Point of Sale Card ,Main Warehouse,No,
POS1024,Enrolling Point of Sale Card,Inventory Item,Enrolling Point of Sale Card ,Main Warehouse,Yes,24/3/2018
POS1025,Power of 3 Success Folder,Kit/Package,Power of 3 Success Folder,,Yes,
POS1026,Power of 3 Binder Tabs,Inventory Item,Power of 3 Binder Tabs,Main Warehouse,No,30/9/2017
POS1027,Power of 3 Paperwork,Inventory Item,Power of 3 Paperwork,Main Warehouse,No,30/9/2017
POS1028,3 Ways to Earn Sheet,Inventory Item,3 Ways to Earn Sheet,Main Warehouse,No,
POS1029,Binder,Inventory Item,Binder,Main Warehouse,No,30/9/2017
POS1029,Power of 3 Success Folder,Kit/Package,Power of 3 Success Folder,,Yes,
POS1030,Brightening Serum POS Card,Inventory Item,Brightening Serum POS Card,Main Warehouse,No,
POS1031,Christmas in July Point of Sale Card,Inventory Item,Christmas in July Point of Sale Card,Main Warehouse,Yes,31/7/2017
POS1032,July Perks Point of Sale Card,Inventory Item,July Perks Point of Sale Card,Main Warehouse,Yes,30/9/2017
POS1033,August Perks Point of Sale Card,Inventory Item,August Perks Point of Sale Card,Main Warehouse,Yes,31/8/2017
POS1034,August Incentive Point of Sale Card,Inventory Item,August Incentive Point of Sale Card,Main Warehouse,Yes,30/9/2017
POS1035,September Perks Point of Sale Card,Inventory Item,September Perks Point of Sale Card,Main Warehouse,Yes,30/9/2017
POS1036,October Perks Point of Sale Card,Inventory Item,October Perks Point of Sale Card,Main Warehouse,Yes,31/10/2017
POS1037,November Perks Point of Sale Card,Inventory Item,November Perks Point of Sale Card,Main Warehouse,Yes,30/11/2017
POS1038,December Perks Point of Sale Card,Inventory Item,December Perks Point of Sale Card,Main Warehouse,Yes,31/12/2017
POS1039,November Customer Point of Sale Card,Inventory Item,November Customer Point of Sale Card,Main Warehouse,Yes,30/11/2017
POS1040,November Offers Point of Sale Card,Inventory Item,November Offers Point of Sale Card,Main Warehouse,Yes,30/11/2017
POS1117 - retired,Enrolling Flip Folder,Inventory Item,Enrolling Flip Folder,Main Warehouse,Yes,15/6/2015
POS1117-1,Business Enrolling Flip Folder,Inventory Item,Business Enrolling Flip Folder,Main Warehouse,Yes,8/6/2016
POS1117-2,Enrolling Brochure,Inventory Item,Enrolling Brochure,Main Warehouse,No,
POS1117-3,LAFB Enrolling Flip Folder,Inventory Item,LAFB Enrolling Flip Folder ,Main Warehouse,No,
POSAU1007,Hostess Rewards Folder Teal,Inventory Item,Hostess Rewards Folder Teal,Main Warehouse,Yes,15/6/2015
POSAU1007-1,Jewellery Bar Planner,Inventory Item,Jewellery Bar Planner,Main Warehouse,Yes,8/6/2016
POSAU1007-2,Jewellery Bar Planner June 2016,Inventory Item,Jewellery Bar Planner,Main Warehouse,No,
POSAU1007-3,Beauty Bar Planner,Inventory Item,Beauty Bar Planner,Main Warehouse,No,
POSNZ1007,Hostess Rewards Folder Teal,Inventory Item,Hostess Rewards Folder Teal,Main Warehouse,Yes,15/6/2015
POSNZ1007-1,Jewellery Bar Planner,Inventory Item,Jewellery Bar Planner,Main Warehouse,Yes,8/6/2016
POSNZ1007-2,Jewellery Bar Planner,Inventory Item,Jewellery Bar Planner,Main Warehouse,No,
POSNZ1007-3,Beauty Bar Planner,Inventory Item,Beauty Bar Planner,Main Warehouse,No,
PSCB1000,NOURISH - 50ml,Inventory Item,,Main Warehouse,No,
PSCB2000,NIGHT CREAM - 50ml,Inventory Item,NIGHT CREAM - 50ml,Main Warehouse,No,
PSCB2100,Night Hydrating - bulk,Inventory Item,,Main Warehouse,No,
PSCB3000,DAY CREAM - 50ml,Inventory Item,DAY CREAM - 50ml ,Main Warehouse,No,
PSCB3100,Day Hydrating Lotion - bulk,Inventory Item,,Main Warehouse,No,
PSCB4000,BODY LOTION - 200ml,Inventory Item,BODY LOTION - 200ml,Main Warehouse,No,
PSCB5000,CLEAN - 100ml,Inventory Item,CLEAN - 100ml ,Main Warehouse,No,
PSCB5100,Purifying Cleanser - bulk,Inventory Item,Cleanser 3ml sample sachet ,Main Warehouse,No,
PSCB5200,CLEAN - 10ml,Inventory Item,CLEAN - 10ml,Main Warehouse,No,
PSCB6000,MASK - 100ml,Inventory Item,MASK - 100ml,Main Warehouse,No,
PSCB7000,EYE CREAM  - 15ml,Inventory Item,EYE CREAM  - 15ml,Main Warehouse,No,
PSCB8000,Brightening Serum 30ml,Inventory Item,Brightening Serum 30ml,Main Warehouse,No,
RC1000,"Silver Bar Ring: openness, harmony, wisdom",Inventory Item,"Silver Bar Ring: openness, harmony, wisdom",Main Warehouse,No,
RC1001,"Gold Rose Quartz Ring: beauty, strength, kindness",Inventory Item,"Gold Rose Quartz Ring: beauty, strength, kindness",Main Warehouse,No,
RC1002,"Rose Gold Arrow Ring: direction, courage, power",Inventory Item,"Rose Gold Arrow Ring: direction, courage, power",Main Warehouse,No,
RC1003,"Gold Bar Ring: openness, harmony, wisdom",Inventory Item,"Gold Bar Ring: openness, harmony, wisdom",Main Warehouse,No,
RC1004,"Rose Gold Bar Ring: openness, harmony, wisdom",Inventory Item,"Rose Gold Bar Ring: openness, harmony, wisdom",Main Warehouse,No,
RC1005,"Silver Rose Quartz Ring: beauty, strength, kindness",Inventory Item,"Silver Rose Quartz Ring: beauty, strength, kindness",Main Warehouse,No,
RC1006,"Rose Gold Rose Quartz Ring: beauty, strength, kindness",Inventory Item,"Rose Gold Rose Quartz Ring: beauty, strength, kindness",Main Warehouse,Yes,31/12/2017
RC1007,"Silver Arrow Ring: direction, courage, power",Inventory Item,"Silver Gold Arrow Ring: direction, courage, power",Main Warehouse,Yes,31/12/2017
RC1008,"Gold Arrow Ring: direction, courage, power",Inventory Item,"Gold Arrow Ring: direction, courage, power",Main Warehouse,Yes,12/12/2017
RCB1000,Ring Packaging for RC1000,Inventory Item,Ring Packaging for RC1000,Main Warehouse,No,
RCB1001,Ring Packaging for RC1001,Inventory Item,Ring Packaging for RC1001,Main Warehouse,No,
RCB1002,Ring Packaging for RC1002,Inventory Item,Ring Packaging for RC1002,Main Warehouse,No,
RCB1003,Ring Packaging for RC1003,Inventory Item,Ring Packaging for RC1003,Main Warehouse,No,
RCB1004,Ring Packaging for RC1004,Inventory Item,Ring Packaging for RC1004,Main Warehouse,No,
RCB1005,Ring Packaging for RC1005,Inventory Item,Ring Packaging for RC1005,Main Warehouse,No,
RCB1006,Ring Packaging for RC1006,Inventory Item,Ring Packaging for RC1006,Main Warehouse,No,
RCB1007,Ring Packaging for RC1007,Inventory Item,Ring Packaging for RC1007,Main Warehouse,No,
RCB1008,Ring Packaging for RC1008,Inventory Item,Ring Packaging for RC1008,Main Warehouse,No,
RENEW1,Consultant Re-Activation,Kit/Package,Consultant Re-Activation,,No,
RENEW2,Consultant Re-Activation,Kit/Package,Consultant Re-Activation,,No,
RPP1,Retired Locket Charm + Accent Charm Pack,Kit/Package,Retired Locket Charm + Accent Charm Pack,,Yes,31/8/2017
RPP2,Retired Affirmation Bracelet + Plate Pack,Kit/Package,Retired Affirmation Bracelet + Plate Pack,,Yes,31/8/2017
RRC1000,The Real Results Regime,Kit/Package,The Real Results Regime,,No,
RSB1 (retired),Retail Shipping Box {Teal},Inventory Item,Retail Shipping Box {Teal},Main Warehouse,No,
RSB2 (retired),Pink Box,Inventory Item,Pink Box,Main Warehouse,No,
RSB3 (retired),Smaller Retail Shipping Box {Teal},Inventory Item,,Main Warehouse,No,
RSB4,Jewellery Bar Box,Inventory Item,Jewellery Bar Box,Main Warehouse,No,
RSB5,Small Retail Box,Inventory Item,Small Retail Box,Main Warehouse,No,
RSB6,Retail Box,Inventory Item,Retail Box,Main Warehouse,No,
SCB1000,NOURISH Nourishing Mist,Assembly/Bill of Materials,NOURISH Nourishing Mist - 50ml ,Main Warehouse,No,
SCB2000,NIGHT Hydrating Cream,Assembly/Bill of Materials,NIGHT Hydrating Cream - 50ml,Main Warehouse,No,
SCB2100,NIGHT - Pack of 10 Samples,Assembly/Bill of Materials,NIGHT - Pack of 10 Samples,Main Warehouse,No,
SCB3000,DAY Hydrating Lotion,Assembly/Bill of Materials,DAY Hydrating Lotion - 50ml ,Main Warehouse,No,
SCB3100,DAY - Pack of 10 Samples,Assembly/Bill of Materials,DAY - Pack of 10 Samples,Main Warehouse,No,
SCB4000,BODY Soothing Lotion,Assembly/Bill of Materials,BODY Soothing Lotion - 200ml,Main Warehouse,No,
SCB5000,CLEAN Purifying Cleanser,Assembly/Bill of Materials,CLEAN Purifying Cleanser - 100ml ,Main Warehouse,No,
SCB5100,CLEAN - Pack of 10 Samples,Assembly/Bill of Materials,CLEAN - Pack of 10 Samples,Main Warehouse,No,
SCB6000,REJUVENATE Rejuvenating Mask,Assembly/Bill of Materials,REJUVENATE Rejuvenating Mask - 100ml ,Main Warehouse,No,
SCB7000,EYE Corrective  Eye Cream,Assembly/Bill of Materials,EYE Corrective  Eye Cream - 15ml,Main Warehouse,No,
SCB8000 - do not use,BRIGHTENING SERUM 30ml - do not use,Assembly/Bill of Materials,BRIGHTENING SERUM 30ml,Main Warehouse,No,
SCC8000,BRIGHTENING SERUM Corrective Formula,Assembly/Bill of Materials,BRIGHTENING SERUM Corrective Formula - 30ml,Main Warehouse,No,
Silver Dog Origami Charm,Silver Dog Origami Charm,Inventory Item,Silver Dog Origami Charm,Main Warehouse,No,
SLETTERS,Silver Letter Charm Pack,Kit/Package,Silver Letter Charm Pack,,No,
SLS1,Hostess Rewards Feb 2017,Kit/Package,Hostess Rewards Feb 2017,,No,
SOCB1000,Silver Infinity With Crystals Circle Bracelet Charm,Inventory Item,Silver Infinity with crystals circle slide on charm,Main Warehouse,No,
SOCB1001,"Silver Live, Laugh, Love Circle Bracelet Charm",Inventory Item,"Silver live, laugh, love circle slide on charm",Main Warehouse,No,
SOCB1002,Silver Dream Big Circle Bracelet Charm,Inventory Item,Silver dream big circle slide on charm,Main Warehouse,No,
SOCB1003,"Silver My Family, My Life Circle Bracelet Cham",Inventory Item,"Silver my family, my life circle slide on charm",Main Warehouse,No,
SOCB1004,Silver Tree Of Life Bracelet Charm,Inventory Item,Silver Tree Of Life slide on charm,Main Warehouse,No,
SOCB1005,Silver Knot Bracelet Charm,Inventory Item,Silver knot slide on charm,Main Warehouse,No,
SOCB1006,Pink Awareness Ribbon Bracelet Charm,Inventory Item,Pink awareness ribbon slide on charm ,Main Warehouse,No,
SOCB1007,Silver Cursive Love Bracelet Charm,Inventory Item,Silver cursive love slide on charm,Main Warehouse,No,
SOCB1008,Silver Cursive Mum Bracelet Charm,Inventory Item,Silver cursive mum slide on charm,Main Warehouse,No,
SOCB1009,Silver Open Heart Bracelet Charm,Inventory Item,Silver Open Heart slide on charm,Main Warehouse,No,
SOCB1010,Silver Butterfly With Crystals Bracelet Charm,Inventory Item,Silver butterfly with crystals slide on charm,Main Warehouse,Yes,31/12/2017
SOCB1011,Silver Love Birds Bracelet Charm,Inventory Item,Silver Love Birds slide on charm,Main Warehouse,No,
SOCB1012,Silver Heart With Crystals Bracelet Charm,Inventory Item,Silver Heart With Crystals slide on charm,Main Warehouse,No,
SOCB1013,Silver Baby Feet Circle Bracelet Charm,Inventory Item,Silver Baby Feet Circle Bracelet Charm,Main Warehouse,No,
SOCB1020,Candy Cane with Crystals Bracelet Charm,Inventory Item,Candy Cane with Crystals Bracelet Charm,Main Warehouse,Yes,31/12/2017
SOCB1022,Snowflake Bracelet Charm,Inventory Item,Snowflake Bracelet Charm,Main Warehouse,Yes,31/12/2017
SOCB1023,Silver April Birthstone Bracelet Charm,Inventory Item,Silver April Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1024,Silver Double Open Heart Bracelet Charm,Inventory Item,Silver Double Open Heart Bracelet Charm,Main Warehouse,No,
SOCB1026,Silver Chevron with Crystals Bracelet Charm,Inventory Item,Silver Chevron with Crystals Bracelet Charm,Main Warehouse,No,
SOCB1027,Rose Gold Chevron with Crystals Bracelet Charm,Inventory Item,Rose Gold Chevron with Crystals Bracelet Charm,Main Warehouse,No,
SOCB1029,Rose Gold Double Open Heart Bracelet Charm,Inventory Item,Rose Gold Double Open Heart Bracelet Charm,Main Warehouse,No,
SOCB1032,Silver January Birthstone Bracelet Charm,Inventory Item,Silver January Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1033,Silver February Birthstone Bracelet Charm,Inventory Item,Silver February Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1034,Silver March Birthstone Bracelet Charm,Inventory Item,Silver March Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1035,Silver May Birthstone Bracelet Charm,Inventory Item,Silver May Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1036,Silver June Birthstone Bracelet Charm,Inventory Item,Silver June Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1037,Silver July Birthstone Bracelet Charm,Inventory Item,Silver July Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1038,Silver August Birthstone Bracelet Charm,Inventory Item,Silver August Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1039,Silver September Birthstone Bracelet Charm,Inventory Item,Silver September Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1040,Silver October Birthstone Bracelet Charm,Inventory Item,Silver October Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1041,Silver November Birthstone Bracelet Charm,Inventory Item,Silver November Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1042,Silver December Birthstone Bracelet Charm,Inventory Item,Silver December Birthstone Bracelet Charm,Main Warehouse,No,
SOCB1055,Silver Four Leaf Clover Bracelet Charm,Inventory Item,Silver Four Leaf Clover Bracelet Charm,Main Warehouse,No,
SOCB1061,Silver Love with Crystals Bracelet Charm,Inventory Item,Silver Love with Crystals Bracelet Charm,Main Warehouse,No,
SOCB1062,Gold Love with Crystals Bracelet Charm,Inventory Item,Gold Love with Crystals Bracelet Charm,Main Warehouse,No,
SOCB1063,Rose Gold Love with Crystals Bracelet Charm,Inventory Item,Rose Gold Love with Crystals Bracelet Charm,Main Warehouse,No,
SOCB1074,Gold Compass Bracelet Charm,Inventory Item,Gold Compass Bracelet Charm,Main Warehouse,Yes,31/12/2017
SOCB1075,Gold Solid Heart Bracelet Charm,Inventory Item,Gold Solid Heart Bracelet Charm,Main Warehouse,No,
SOCB1076,Silver and White Family Bracelet Charm,Inventory Item,Silver and White Family Bracelet Charm,Main Warehouse,No,
SOCB1077,Paw Print With Crystals Bracelet Charm,Inventory Item,Paw Print With Crystals Bracelet Charm,Main Warehouse,No,
SOCB1078,Silver Star Bracelet Charm,Inventory Item,Silver Star Bracelet Charm,Main Warehouse,Yes,31/12/2017
SOCB1079,Rose Gold Star Bracelet Charm,Inventory Item,Rose Gold Star Bracelet Charm ,Main Warehouse,Yes,31/12/2017
SOCB1080,Gold Star Bracelet Charm,Inventory Item,Gold Star Bracelet Charm,Main Warehouse,Yes,31/12/2017
SOCB1081,Logo Charm,Inventory Item,,Main Warehouse,No,
SOCB1082,Company Record Breaker Bracelet Charm,Inventory Item,Company Record Breaker Bracelet Charm,Main Warehouse,No,
SOCB1083,Fast Start Bracelet Charm - Bronze,Inventory Item,Fast Start Bracelet Charm - Bronze,Main Warehouse,No,
SOCB1084,Fast Start Bracelet Charm - silver,Inventory Item,Fast Start Bracelet Charm - silver,Main Warehouse,No,
SOCB1085,Fast Start Bracelet Charm - gold,Inventory Item,Fast Start Bracelet Charm - gold,Main Warehouse,No,
SOCB1086,Fast Start Bracelet Charm - Platinum,Inventory Item,Fast Start Bracelet Charm - Platinum,Main Warehouse,No,
SOCB1089,Team Leader Bracelet Charm,Inventory Item,Team Leader Bracelet Charm,Main Warehouse,No,
SOCB1090,Senior Team Leader Bracelet Charm,Inventory Item,Senior Team Leader Bracelet Charm,Main Warehouse,No,
SOCB1091,Executive Team Leader Bracelet Charm,Inventory Item,Executive Team Leader Bracelet Charm,Main Warehouse,No,
SOCB1092,Partner Bracelet Charm,Inventory Item,Partner Bracelet Charm,Main Warehouse,No,
SOCB1093,Silver Fairy Bracelet Charm,Inventory Item,Silver Fairy Bracelet Charm,Main Warehouse,No,
SOCB1094,Silver Dog Bracelet Charm,Inventory Item,Silver Dog Bracelet Charm,Main Warehouse,No,
SOCB1095,Ice Cream with Coloured Crystals Bracelet Charm,Inventory Item,Ice Cream with Coloured Crystals Bracelet Charm,Main Warehouse,No,
SOCB1096,Teal Sneaker Bracelet Charm,Inventory Item,Teal Sneaker Bracelet Charm,Main Warehouse,No,
SOCB1097,Silver Owl with Crystals Bracelet Charm,Inventory Item,Silver Owl with Crystals Bracelet Charm,Main Warehouse,No,
SOCB1100,Gold Tree Of Life Bracelet Charm,Inventory Item,Gold Tree Of Life slide on charm,Main Warehouse,No,
SOCB1101,Gold Knot Bracelet Charm,Inventory Item,Gold knot slide on charm,Main Warehouse,No,
SOCB1102,Gold Cursive Love Bracelet Charm,Inventory Item,Gold cursive love slide on charm,Main Warehouse,No,
SOCB1103,Gold Cursive Mum Bracelet Charm,Inventory Item,Gold cursive mum slide on charm,Main Warehouse,No,
SOCB1104,Gold Anchor With Crystals Bracelet Charm,Inventory Item,Gold anchor with crystals slide on charm,Main Warehouse,No,
SOCB1105,Gold Feather Bracelet Charm,Inventory Item,Gold feather slide on charm,Main Warehouse,No,
SOCB1106,Gold <3 My Family Bracelet Charm,Inventory Item,Gold <3 my family slide on charm,Main Warehouse,No,
SOCB1108,Gold Joy Bracelet Charm,Inventory Item,Gold Joy Bracelet Charm,Main Warehouse,Yes,31/12/2017
